City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Sobolevo,54.4299,31.8996,-7.89,97,23,2.99,RU,1614920595
Salinas,36.6777,-121.6555,11,76,1,0.79,US,1614920595
Ostrovnoy,68.0531,39.5131,-10.87,93,100,3.48,RU,1614920597
Mahibadhoo,3.7833,72.9667,27.63,73,0,5.85,MV,1614920597
Tulagi,-9.0996,160.1476,28.03,78,82,5.88,SB,1614920599
Kuli,42.0185,47.2434,2,93,75,1.03,RU,1614920601
Chapais,49.7834,-74.8492,-20,77,90,7.2,CA,1614920602
Torbay,47.6666,-52.7314,-0.56,86,90,5.14,CA,1614920604
Ipixuna,-1.7625,-48.8043,24,94,40,2.06,BR,1614920604
Pisco,-13.7,-76.2167,23,83,0,1.54,PE,1614920605
Nuquí,5.7125,-77.2708,24.83,85,30,1.75,CO,1614920607
Takhtamygda,54.1,123.5667,-17.39,81,0,4.86,RU,1614920608
Teknāf,20.8624,92.3058,27.98,49,0,1.76,BD,1614920609
Doctor Juan Manuel Frutos,-25.3667,-55.8,20.72,96,63,1.66,PY,1614920610
Khasan,42.4308,130.6434,4.98,67,100,9.55,RU,1614920612
Sisophon,13.5859,102.9737,35.41,41,10,1.52,KH,1614920612
Marfino,55.7028,37.3822,-3.89,79,0,3,RU,1614920614
City of Passi,11.15,122.65,29.59,67,18,6.24,PH,1614920615
Westport,41.1415,-73.3579,-2,37,1,6.69,US,1614920616
Fernie,49.5,-115.0687,2,74,88,0.51,CA,1614920443
Kumul,42.8,93.45,8.4,44,0,3.08,CN,1614920618
Mokhsogollokh,61.4681,128.9203,-26.49,85,96,4.15,RU,1614920619
Gazojak,41.1875,61.4036,5.79,62,0,6.43,TM,1614920619
Port-Cartier,50.0334,-66.8654,-8,67,1,3.6,CA,1614920620
Waingapu,-9.6567,120.2641,29.42,74,49,5.6,ID,1614920621
Yārāda,17.65,83.2667,32,33,29,2.06,IN,1614920624
Americus,32.0724,-84.2327,15,41,1,1.54,US,1614920512
Santa Ana,33.7456,-117.8678,14,62,20,1.2,US,1614920464
Uglich,57.5275,38.3317,-7.71,97,93,2.58,RU,1614920625
Palafrugell,41.9174,3.1631,7.22,100,90,0.51,ES,1614920626
Stellenbosch,-33.9346,18.8668,20,72,0,3.6,ZA,1614920587
Chul'man,56.8479,124.9104,-25.09,85,100,5.61,RU,1614920626
Sayyan,15.1718,44.3244,14.57,36,0,1.4,YE,1614920627
Blagodatnoye,45.3997,42.5867,0,69,0,5,RU,1614920629
Kousséri,12.0769,15.0306,22,16,5,4.63,CM,1614920630
Nuevo Progreso,23.1667,-97.95,20.56,78,99,3.51,MX,1614920631
Kashgar,39.4547,75.9797,9,40,75,1,CN,1614920632
Dwārka,22.2394,68.9678,27.78,54,3,3.06,IN,1614920633
Cap Malheureux,-19.9842,57.6142,28.89,67,50,0.89,MU,1614920484
Adrar,20.5022,-10.0711,18.35,22,58,4.58,MR,1614920570
Gryazovets,58.88,40.2525,-12.91,96,83,2.73,RU,1614920440
Kupang,-10.1667,123.5833,30,84,40,4.63,ID,1614920636
Great Yarmouth,52.6083,1.7305,3.33,81,90,2.57,GB,1614920445
West Bay,19.3667,-81.4167,27.78,64,0,0.89,KY,1614920638
Clevelândia,-26.3958,-52.4708,17.64,100,100,2.49,BR,1614920636
Yulara,-25.2406,130.9889,36,12,36,3.09,AU,1614920640
Hamilton,39.1834,-84.5333,-1,64,1,3.09,US,1614920401
Kaeo,-35.1,173.7833,21.2,63,6,4.06,NZ,1614920624
San Angelo,31.4638,-100.437,17.78,55,1,5.14,US,1614920395
Bay Roberts,47.5999,-53.2648,0.56,79,99,0.89,CA,1614920642
Playa Vicente,17.8333,-95.8167,20.56,93,48,1.58,MX,1614920643
Conceição da Barra,-18.5933,-39.7322,21.99,92,94,2.08,BR,1614920645
Bāfq,31.6128,55.4107,21.48,33,90,5.71,IR,1614920645
Flinders,-34.5833,150.8552,22,43,16,6.69,AU,1614920646
Caluquembe,-13.7833,14.6833,13.81,95,35,0.88,AO,1614920648
Teluknaga,-6.0989,106.6381,32.78,66,40,4.63,ID,1614920649
Oistins,13.0667,-59.5333,25,73,20,9.26,BB,1614920651
Nhulunbuy,-12.2333,136.7667,33,66,40,5.14,AU,1614920652
Campo Formoso,-10.5075,-40.3214,19.04,83,4,3.11,BR,1614920652
Beïnamar,8.6698,15.3813,19.72,25,56,1.06,TD,1614920654
Fillan,63.6064,8.9696,1,80,75,4.63,NO,1614920656
Nouakchott,18.0858,-15.9785,18,59,5,5.14,MR,1614920656
Colares,38.7992,-9.4469,11.67,91,100,2.68,PT,1614920657
Salamiyah,35.0113,37.0532,8.9,87,1,6.92,SY,1614920657
Nemuro,43.3236,145.575,7,65,20,7.2,JP,1614920659
Calama,-22.4667,-68.9333,12,76,75,2.06,CL,1614920661
Marawi,7.9986,124.2928,28.89,75,41,3.58,PH,1614920662
Naliya,23.2667,68.8333,30.04,36,0,1.99,IN,1614920664
Perth,-31.9333,115.8333,25.56,65,75,6.17,AU,1614920537
Kungurtug,50.5994,97.5228,-6.37,82,8,1.04,RU,1614920666
Çanakkale Province,40.0833,26.8333,12.78,86,0,1.54,TR,1614920381
Billings Metropolitan Area,45.7833,-108.5007,6,52,1,5.66,US,1614920619
Yeniseysk,58.4497,92.1703,-1.9,96,100,4.48,RU,1614920669
Olafsvik,64.8945,-23.7142,4.76,87,100,6.31,IS,1614920669
Porto-Novo,6.4965,2.6036,29,84,40,5.66,BJ,1614920670
Isangel,-19.55,169.2667,27,94,90,4.12,VU,1614920671
Pietroasa,46.5833,22.55,6.11,70,40,4.63,RO,1614920671
Kieta,-6.2167,155.6333,29.25,70,89,4.49,PG,1614920672
Sangar,63.9242,127.4739,-31.07,84,91,3.73,RU,1614920674
Preobrazheniye,42.9019,133.9064,7.27,59,95,6.21,RU,1614920676
Codrington,-38.2667,141.9667,16.2,57,83,6.03,AU,1614920676
Margate,51.3813,1.3862,5,70,100,2.68,GB,1614920677
Charters Towers,-20.1,146.2667,30.56,41,89,3.9,AU,1614920679
Oranjemund,-28.55,16.4333,15.27,88,0,3.3,NA,1614920681
Grootfontein,-19.5667,18.1167,16,82,0,1.03,NA,1614920681
Agadez,19.75,10.25,18.06,25,28,3.83,NE,1614920683
Chicama,-7.8447,-79.1469,23.66,75,98,1.67,PE,1614920683
Khāsh,28.2211,61.2158,20.76,24,0,1.16,IR,1614920685
Kondinskoye,59.6481,67.41,-10.86,96,38,2.51,RU,1614920686
Sackville,45.9188,-64.3846,-7,63,92,7.72,CA,1614920687
Teahupoo,-17.8333,-149.2667,29,74,40,1.03,PF,1614920688
Chake Chake,-5.2459,39.7666,27.27,75,100,4.08,TZ,1614920690
Kurush,41.2841,47.8345,3,87,90,2.06,RU,1614920691
Brigantine,39.4101,-74.3646,0.56,43,34,7.72,US,1614920692
Nichinan,31.6,131.3667,23,49,40,5.14,JP,1614920693
Puerto Escondido,15.85,-97.0667,25,83,1,2.74,MX,1614920695
Praia,14.9215,-23.5087,20,77,20,9.26,CV,1614920697
Buin,-33.7333,-70.75,19,63,0,3.09,CL,1614920698
Demba,-5.51,22.2667,20.23,99,100,1.1,CD,1614920698
Biak,-0.9131,122.8766,29,64,99,0.78,ID,1614920700
Tuy Hoa,13.0833,109.3,27.82,68,4,2.83,VN,1614920701
Perelyub,51.8667,50.3667,0.29,97,100,9.48,RU,1614920703
North Bend,43.4065,-124.2243,12.78,66,1,3.09,US,1614920643
Havelock,34.8791,-76.9013,6.11,93,1,1.54,US,1614920620
Les Cayes,18.2,-73.75,22.68,81,36,0.94,HT,1614920705
Eureka,40.8021,-124.1637,12.22,47,1,8.75,US,1614920475
Suffolk,40.8668,-72.7996,-1.11,40,1,8.23,US,1614920575
Camopi,3.1655,-52.3158,22.17,98,100,1.21,GF,1614920706
Itoman,26.1247,127.6694,23,64,20,4.63,JP,1614920708
Vitim,59.4511,112.5578,-18.79,82,60,3.24,RU,1614920708
Moree,-29.4667,149.85,32,22,0,7.72,AU,1614920430
Marsh Harbour,26.5412,-77.0636,21.88,73,3,2.8,BS,1614920710
Shingū,33.7333,135.9833,14,82,75,5.14,JP,1614920711
Comarapa,-17.9,-64.4833,12.87,100,86,0.66,BO,1614920712
Dawson Creek,55.7666,-120.2362,-6,86,1,1.54,CA,1614920407
Okhotsk,59.3833,143.3,-25.99,78,0,7.2,RU,1614920714
Uyuni,-20.4597,-66.825,11.5,59,75,4.7,BO,1614920716
Mingora,34.7758,72.3625,18.86,28,0,1.58,PK,1614920716
Linares,-35.85,-71.6,18.1,56,0,0.22,CL,1614920717
Ballina,-28.8667,153.5667,30,42,40,3.09,AU,1614920719
Athmallik,20.7219,84.5348,35.74,10,0,1.12,IN,1614920720
Apaseo el Grande,20.5667,-100.7,17,42,1,4.63,MX,1614920722
Mitú,1.1983,-70.1733,21.81,96,87,0.87,CO,1614920724
Kabanjahe,3.1001,98.4908,31,66,40,6.69,ID,1614920725
Viedma,-40.8135,-62.9967,16.3,70,100,3.35,AR,1614920727
Santo Antônio do Leverger,-15.8656,-56.0767,23,94,75,1.03,BR,1614920728
Ayan,56.45,138.1667,-23.79,73,6,9.14,RU,1614920730
Dunedin,-45.8742,170.5036,15,76,100,4.02,NZ,1614920730
Ginir,7.1333,40.7,16.21,62,49,3.32,ET,1614920731
Brønnøysund,65.4625,12.1997,-3,100,40,1.03,NO,1614920732
Samarai,-10.6167,150.6667,29.96,70,98,7.32,PG,1614920734
Klyuchi,52.2667,79.1667,-2.38,95,99,9.42,RU,1614920735
Udachny,66.4167,112.4,-26.85,81,7,3.47,RU,1614920737
Khairpur,27.5295,68.7617,26,36,0,5.49,PK,1614920738
Aswān,24.0934,32.907,10.94,47,0,4.48,EG,1614920740
Solton,52.8429,86.4787,-4.9,94,100,3.29,RU,1614920741
Caravelas,-17.7125,-39.2481,22.61,86,61,2.36,BR,1614920742
Berdigestyakh,62.0989,126.6992,-27.43,86,100,4.13,RU,1614920743
Fethiye,36.6217,29.1164,4,81,0,3.09,TR,1614920660
Lillooet,50.6856,-121.942,7,81,90,8.23,CA,1614920745
Chumikan,54.7183,135.315,-19.66,75,1,4.65,RU,1614920747
Talnakh,69.4865,88.3972,-19.8,89,97,3.61,RU,1614920747
Klamath Falls,42.2249,-121.7817,6,39,1,7.2,US,1614920748
Port Hawkesbury,45.6169,-61.3485,-3.89,74,90,8.23,CA,1614920748
Finnsnes,69.2296,17.9811,-8,86,75,1.03,NO,1614920750
Petropavlovsk-Kamchatskiy,53.0452,158.6483,-1,74,75,3,RU,1614920452
Ṭikāpur,28.5,81.1333,29.2,14,0,1.91,NP,1614920602
Borzya,50.3833,116.5167,-20.13,82,0,2.31,RU,1614920751
Baijiantan,45.6333,85.1833,0.06,84,95,1.23,CN,1614920752
Puerto Carreño,6.189,-67.4859,26.49,68,97,1.83,CO,1614920753
Borogontsy,62.6683,131.1683,-30.42,84,96,2.91,RU,1614920755
Lander,42.833,-108.7307,3,38,1,0.98,US,1614920756
Nur-Sultan,51.1801,71.446,-9,86,20,14,KZ,1614920757
Loa Janan,-0.583,117.095,28.72,67,100,0.24,ID,1614920758
Kainantu,-6.2887,145.8655,22.39,77,100,1.27,PG,1614920759
Kyaiklat,16.4333,95.7333,34,31,0,3.6,MM,1614920759
Belém,-1.4558,-48.5044,24,94,40,2.06,BR,1614920460
Shaunavon,49.6501,-108.4181,3,65,0,0.51,CA,1614920760
Porbandar,21.6422,69.6093,25,61,0,2.57,IN,1614920761
Deūlgaon Rāja,20.0167,76.0333,30,17,0,1.54,IN,1614920762
Malakal,9.5334,31.6605,25.29,16,6,5.89,SS,1614920764
San Francisco,37.7749,-122.4194,10.56,79,0,1.92,US,1614920678
Mantamádos,39.3117,26.3339,9.44,87,20,3.09,GR,1614920764
Saint Anthony,45.0205,-93.218,3,64,90,2.26,US,1614920765
Olinda,-8.0089,-34.8553,26,73,40,5.14,BR,1614920766
Khashuri,41.9941,43.5999,0.59,85,0,0.3,GE,1614920767
Bubaque,11.2833,-15.8333,24.72,67,6,5.63,GW,1614920768
Mildura,-34.2,142.15,28,21,0,4.63,AU,1614920769
Comodoro Rivadavia,-45.8667,-67.5,14,94,20,2.06,AR,1614920771
Broken Hill,-31.95,141.4333,27,32,3,5.14,AU,1614920772
Nyurba,63.2842,118.3319,-25.08,87,12,3.25,RU,1614920774
Fredericksburg,38.3032,-77.4605,2,48,1,4.63,US,1614920775
Arlit,18.7369,7.3853,20.1,22,0,2.91,NE,1614920777
Kidodi,-7.6036,37.0044,23.63,85,100,0.48,TZ,1614920778
Patiya,22.2931,91.9762,27,74,20,2.56,BD,1614920780
Aasiaat,68.7098,-52.8699,-10.84,95,61,2.7,GL,1614920782
Kuril'sk,45.2333,147.8833,3.41,85,53,4,RU,1614920783
Natchez,31.5604,-91.4032,9,87,1,2.06,US,1614920785
Zeya,53.75,127.2667,-18.48,78,0,4.96,RU,1614920786
Nyagan,62.1406,65.3936,-11.25,95,96,1.68,RU,1614920788
Severo-Yeniseyskiy,60.3725,93.0408,-6.24,95,100,4.58,RU,1614920790
Maceió,-9.6658,-35.7353,25,83,40,2.06,BR,1614920733
Shenjiamen,29.9576,122.298,11.87,78,60,3.16,CN,1614920790
Rūdbār,30.15,62.6,20.37,24,0,3.1,AF,1614920792
Båtsfjord,70.6345,29.7185,-9,86,20,7.72,NO,1614920794
Zhangaözen,43.3,52.8,1.8,82,30,5.7,KZ,1614920795
Kaseda-shirakame,31.4167,130.3167,18,82,75,1.03,JP,1614920797
Byādgi,14.6833,75.4833,29.18,20,13,3.67,IN,1614920798
Utraula,27.3167,82.4167,28.15,16,0,2.87,IN,1614920800
Khandyga,62.6667,135.6,-30.2,81,97,1.26,RU,1614920801
Shache,38.4167,77.2406,11.94,37,24,0.71,CN,1614920801
